"","nosta","codehydro","nom","courdo","xlambert","ylambert","pk","bv","type","nogest","module","qrefetiage","qix2","qix5","qix10","mnemo","comment","datemaj","typemes","cotedebordement","coteseuil","nomcommune","inseecommune","ngfechelle","dateenregistrement","datecreation","codehydro3","codesitehydro3","synchronisation","region"
"25",30,"A3472010","WALTENHEIM","ZORN",989.42,2429.91,967.12,688,"S",115680,5.38,1.61,52,80,99,"A3472010","Coordonnées LAMBERT Zone II étendu.
Observations depuis le 01/07/1941; limnigraphe depuis le 16/11/1983.
Adresse: Pont D332, Rive Droite, Maison éclusière, 67670 WALTENHEIM sur Zorn.

zéro de l'échelle = 147.28 NGF
Echelle limnimétrique: 5 m.
ALCYR: CYR2 V23 N° 011010 installé le 10/12/2002. 
MODEM RTC  Téléphone N°: 03 88 59 15 46
Marque : ALCYR, Christian BURGER;  18, allée des Fauvettes, 92 160 ANTHONY/ Tel: 01 40 96 91 21 fax: 01 40 96 91 24
Fabricant : ELECTOSTRUCTURE; 14 rue de la Gare, 77 163 MORTCERF/ Tel: 01 64 65 26 13 Fax: 01 64 65 26 14Sonde 

sonde:PARATRONIC N° 2912-1 / 4000  L= 20 m.
PARAFOUDRE Type:
Abri: Abri galvanisé (SAS).

Depuis septembre 2006 la station est équipée pour l'AC par le matériel CPL PARATRONIC avec un capteur intelligent hydrologic type LPN/8 + moden RTC N° 03 88 59 15 46.
+ une sonde de température installée le 09/07/2009.
L'alimentation éléctrique est assurée par ES en 220V.
Jaugeage de crue sur le pont de la D332.

Responsable et gestionnaire de la station: GUILLAUME PHILIPPS

SECURITE:
Le véhicule se gare sur l'accotement.
L'accès à la station ne pose pas de problème.

Echelle limnimetrique:
Lecture et nettoyage sans grandes difficultées.

Jaugeage au moulinet:
Pas de problèmes spécifiques.

Jaugeage au saumon:
Possible à partir du pont.

Jaugeage avec le STREAM-PRO méthode ADCP.
Possible au delà de 1.00 à l'échelle

RECOMMANDATIONS:
Jaugeage au moulinet: pour accéder à la rivière, il y a risque de chute en cas de glissade sur le talus.
Jaugeage au SAUMON, mettre en oeuvre le chantier mobile et les EPI. 
Jaugeage STREAM PRO, mettre les EPI.

GP","05/20/05 00:00:00",0,NA,NA,"",NA,NA,"07/06/23 16:23:00","","A348020001","A3480200",NA,"67"
"26",31,"A3902010","WEILER","LAUTER",1006.87,2463.868,NA,278,"S",115680,2.52,1.45,7.9,10,12,"A3902010","observations depuis le 27/11/1975

zéro de l'échelle : nivelé le 23/07/2002
altitude du zéro:166.975 NGF 69

Adresse: Chapelle ST LEON
67160 Wissembourg

le 6/11/2002 installation d'un CYR2 V23 N°011015
MODEM RTC TEL: 03 88 94 00 48
Marque : ALCYR, Christian BURGER;  18, allée des Fauvettes, 92 160 ANTHONY/ Tel: 01 40 96 91 21 fax: 01 40 96 91 24
Fabricant : ELECTOSTRUCTURE; 14 rue de la Gare, 77 163 MORTCERF/ Tel: 01 64 65 26 13 Fax: 01 64 65 26 14
sonde PARATRONIC 2911-6
pleine échelle fixée à :  2 m
longueur du câble:      15 m       
cabine GROLLEAU 

Gestionnaire: Guillaume PHILIPPS

SECURITE

Echelle LIMNIMETRIQUE:
L'accès à l'échelle est sans problèmes majeurs.
Jaugeage au MOULINET:
Les jaugeages à gué se font  sans risques.
Jaugeage au SAUMON:
En cas de crue le pont de la station n'est pas trés fréquenté, en conséquence le jaugeage est sans danger.
Jaugeage ADCP/STREAM PRO:
Sans danger.

RECOMMANDATIONS:
Nettoyage de l'échelle LIMNIMETRIQUE: L'endroit est relativement profond faire attention au-delà de 40 cm.
Jaugeage au MOULINET: pour accéder à la rivière, il y a risque de chute en cas de glissade sur le talus.
Jaugeage au SAUMON, mettre en oeuvre le chantier mobile et les EPI. 
Jaugeage STREAM PRO, mettre les EPI.

GP
                                       ","05/20/05 00:00:00",10,NA,NA,"",NA,NA,"07/06/23 16:09:00","","A380020001","A3800200",NA,"67"
"27",32,"A2732010","RUSS/WISCHES","BRUCHE",964.783,2401.012,950,230,"S",115680,6.04,1.14,63,90,110,"A2732010","Station probablement mise en oeuvre par les Allemands ENTRE 1940 ET 44.

Des relevés ont été observés à partir du 7 février1949: enregistrements continus subdivision de Molsheim: observateur Madame PEPIN Yvonne de SCHWARTZBACH jusqu'au 14 juin 1966: très nombreuses lacunes, jusqu'en 1963.

altitude du zéro de l'échelle 263.18 NGF

Adresse: amont pont D804 rive droite 67130 RUSS
Hydromètre gestionnaire: Stephane LAPINE
Depuis septembre 2006 la station est équipée pour l'AC par le matériel CPL PARATRONIC avec un capteur intelligent hydrologic type LPN/8 + moden RTC N° 03 88 97 55 69.								

Historique des gestionnaire, si différent de DIREN Alsace : Station annonce de crue en parallèle jusqu'en 2005

Buts- vocation station :  contrôle amont du bassin de la bruche et tous les affluents du haut bassin versant.

---
EMPLACEMENT ET METHODES DE JAUGEAGE :
(la dernière méthode utilisée) ADCP

Etiage :
Jaugeage au moulinet:
Hormis la descente du talus, la section est plus profonde en rive gauche et les galets du fond du lit très glissants.

Eaux basses :
Eaux moyennes :
Jaugeage  ADCP / STREAM PRO sans difficultés.


Crues :
Jaugeage au saumon : Le camion empiète sur la moitié du pont, le danger lié à la circulation est élevé
---
ANALYSE QUALITE COURBES TARAGE :
---
Jaug en crue ? OUI
Jaug étiage ? OUI
Jaug moyen ? OUI

T du jaug maxi (gumbel) : 10 ans
T du jaug mini (débits classés) : env 20 ans
Incertitudes ? Habituelles (5%)

Courbe de tarage stable ? Oui, faible nombre depuis 1962

Géométrie lit stable ? Oui, fond de couche de grès
Causes changement courbe ? Des travaux ont conduit à des corrections de hauteur sur Hydro ; des embâcles notamment après tempete de 99 ont été nombreux

EN CRUE :
Débordement en lit majeur ? Non, tout passe dans la section
Totalité débit mesuré ? oui
si non, estimation partie dérivée ?
Si débordement, cote de débordement ?
si oui, comment est prise en compte cela dans courbe ?

Présence ouvrage influençant écoulement et comment ? NON

Existe t il un contrôle aval ? NON

Extrapolation courbe : Tracé assisté par le logiciel BAREME ( en couple ou en tronçon)
Quelle méthode employée ? Depuis 1995: Tracé assisté par le logiciel BAREME ( en couple ou en tronçon
Qualité globale de la partie extrapolée de la courbe: bonne

EN ETIAGE :
Ecoulements influencés par des rejets ? NON

Gêne de l'écoulement par de la végétation, ou autre ? NON

Présence ouvrage influençant écoulement et comment ? NON

Existe t il un contrôle aval ? NON

Bilan sur Hydro : bon

Qualité des débits selon les années ? bon

Qualité des débits par gamme de débit ? bon

Etudes antérieures ayant étudié la qualité des courbes de tarage , réf ? N.R.
","05/12/05 00:00:00",10,NA,NA,"",NA,NA,"07/06/23 16:28:00","","A273011002","A2730110",NA,"67"
"28",33,"A3712010","GOERSDORF","SAUER",996.915,2453.799,NA,192,"S",115680,1.91,0.99,12,18,22,"A3712010","altitude du zéro = 171.94 NGF

CR2M depuis le 24/09/96
Adresse:Maison de convalescence,221
Liebfrauenthal
67360 GOERSDORF","10/18/99 00:00:00",10,NA,NA,"",NA,NA,"10/23/23 15:25:00","","A361011001","A3610110",NA,"67"
"29",34,"A2312020","THANVILLE","GIESSEN",971.569,2380.736,NA,99,"S",115680,1.39,0.09,19.3,25.6,29.8,"A2312020","Coordonnées LAMBERT Zone II étendu.
Observations depuis le 12/01/84
Adresse: Pont du CD 424 Rive Droite prés du 1, de la rue de l'Eglise 67220 THANVILLE.

zéro de l'échelle = 227.51 NGF
Echelle limnimétrique: 2 m.

ALCYR: CYR2 V23 N°011018 installé le 26/11/2001. inventaireN°B178
MODEM RTC Téléphone N°:03.88.57.63.89
Marque : ALCYR, Christian BURGER;  18, allée des Fauvettes, 92 160 ANTHONY/ Tel: 01 40 96 91 21 fax: 01 40 96 91 24
Fabricant : ELECTOSTRUCTURE; 14 rue de la Gare, 77 163 MORTCERF/ Tel: 01 64 65 26 13 Fax: 01 64 65 26 14

PARAFOUDRE Type:
Sonde PARATRONIC: 4-20mA/0/2000
Abri: Abri en tôle (GROLLEAU).

Depuis le mois de septembre 2006 la station est équipé par paratronic , type CPL avec capteur intelligent Hydrologic type: lpn/8  sous tension 220 V.

Responsable et gestionnaire de la station: Stephane LAPINE.

SECURITE:
Le véhicule se gare sur le terre plein de l'îlot central.
L'accès à la station ne pose pas de problème.

Jaugeage au moulinet:
Pas de problèmes spécifiques.

Jaugeage au saumon: 
Possible à partir du pont de la D424.

Jaugeage avec le STREAM-PRO méthode ADCP.
Possible en HE.

RECOMMANDATIONS:
Jaugeage au moulinet: pour accéder à la rivière, il y a risque de chute en cas de glissade sur le talus.

Jaugeage au SAUMON: mettre en oeuvre le chantier mobile et les EPI, la circulation à cet endroit où la chaussée est réduite est intense, une grande prudence est nécessaire. 

Jaugeage STREAM PRO: mettre les EPI.

L'habilitation éléctrique ( non éléctricien) est indispensable et doit être à jour.

gp


","05/20/05 00:00:00",10,NA,NA,"",NA,NA,"07/12/23 15:16:00","","A231020001","A2310200",NA,"67"
"30",11,"A2420210","ZEMBS À ERSTEIN-KRAFFT-SUCRERIE","ZEMBS",996.042,2392.288,994.75,NA,"S",115680,NA,NA,NA,NA,NA,"A2420210","


Altitude 152.5m
Altitude du zéro de l'échelle: 148.98 NGF
(Altitude fournie par le SGAL)
Echelle située dans l'enceinte de la Sucrerie.

Nouvelle échelle installée le 22 août 2001 en amont du pont de la D426.( pas nivelée)

Appareil MONOPHENE GSM installé le 27 avril 2004
Marque : ALCYR, Christian BURGER;  18, allée des Fauvettes, 92 160 ANTHONY/ Tel: 01 40 96 91 21 fax: 01 40 96 91 24
Fabricant : ELECTOSTRUCTURE; 14 rue de la Gare, 77 163 MORTCERF/ Tel: 01 64 65 26 13 Fax: 01 64 65 26 14

sonde KELLER N° 2077 ; 20 M ; amplitude 0 - 4mA
cabine GROLLEAU N° 00313A11TM045 série 9 année 01/12/2003

SECURITE:
L'accès et l'arrêt à la station est aisé, elle se situe en face de l'entrée de la sucrerie.


RECOMMANDATIONS:
Jaugeage au moulinet: Attention à la descente du talus: risque de glissade entrainant la chute dans la rivière.
Jaugeage au SAUMON, mettre en oeuvre le chantier mobile et les EPI. 
Jaugeage ADCP / STREAM PRO: pas possible","05/10/05 00:00:00",0,NA,NA,"",NA,NA,"11/20/23 11:35:00","","A242020001","A2420200",NA,"67"
"31",35,"A3832010","NIEDERROEDERN","SELTZBACH",1018.642,2449.14,992.22,206,"S",115680,1.67,0.175,29,43,52,"A3832010","Coordonnées LAMBERT Zone II étendu.

Observations depuis le 23/10/1964
Adresse: 27, rue de la Gare  67490 NIEDERROEDERN

zéro de l'échelle = 119.65 NGF
Echelle limnimétrique: 4 m.

CR2M/SAB 600-HDL/CS/M N° 5385 (mise en service en Mars 1997).
Sonde: PARATRONIC MPX 4 m. N° 6016-4 
MODEM RTC Téléphone N° 03.88.05.53.03 (alimentation: panneau solaire).
-Abri: Abri galvanisé (SAS).
Depuis septembre 2008 la station est équipée pour l'AC par le matériel CPL PARATRONIC avec un capteur intelligent hydrologic type LPN/8 + moden RTC N° 03 88 05  53 03.
L'alimentation éléctrique est assurée par UN PANNEAU SOLAIRE  qui charge 1 batterie

Jaugeage de crue au saumon sur le pont de la D34.

Responsable et gestionnaire de la station: Stephane LAPINE

SECURITE:
Accès à la station:
Le véhicule doit-être garé sur le trottoir

Jaugeage au moulinet:
La descente du talus pour accéder au lit de la rivière est difficile, pour le jaugeage la section est régulière.

Jaugeage au saumon:
Le camion obstrue la moitié du pont qui est relativement fréquenté, le danger lié à la circulation doit être pris en compte.

Jaugeage  ADCP / STREAM PRO:
La vitesse du courant ne permet pas cette méthode.

RECOMMANDATIONS:
Jaugeage au MOULINET: Attention à la descente du talus: risque de glissade entrainant la chute dans la rivière.
Jaugeage au SAUMON  : Mettre en oeuvre le chantier mobile et les EPI. 
                       
GP






","05/09/05 00:00:00",0,NA,NA,"",NA,NA,"07/06/23 16:15:00","","A373020001","A3730200",NA,"67"
"32",36,"A2932010","MUNDOLSHEIM","SOUFFEL",997.334,2418.189,NA,118.5,"S",115680,0.3,0.076,2.6,3.8,4.6,"A2932010","Observations du 12/05/79
zéro de l'échelle = 136.24 NGF
Adresse:accés par le 1 route de Brumath 
67460 -Souffelweyersheim
Commune de MUNDOLSHEIM(en face XEROX)
67450

2019 : Nouvelle station située en ville (rue de la Souffel)
Collaboration avec ENGEES - Nouvelle échelle.","10/18/99 00:00:00",10,NA,NA,"",NA,NA,"02/04/25 16:03:00","","A293020001","A2930200",NA,"67"
"33",37,"A2762050","MUTZIG","BRUCHE",977.282,2404.898,NA,230,"S",115680,6.98,0.82,86,130,160,"A2762050","observation du 18/12/81
arrêtée en janvier 2001

zéro de l'échelle = 186.99 NGF

Historique des gestionnaire, si différent de DIREN Alsace : pas d'autres 

Buts- vocation station : .. RNB 

Station mesurant le débit partiel.
Complétée avec le canal Couleaux à Mutzig (A2767510) elle forme la station A2762090 Mutzig Bruche Totale.
---
EMPLACEMENT ET METHODES DE JAUGEAGE :
(la dernière méthode utilisée) MOULINET

Etiage : MOULINET

Eaux basses : MOULINET

Eaux moyennes : MOULINET

Crues : SAUMON 25 KG

---
ANALYSE QUALITE COURBES TARAGE :
---
Jaug en crue ? NON
Jaug étiage ? OUI
Jaug moyen ? OUI

T du jaug maxi (gumbel) : N.R.
T du jaug mini (débits classés) : N.R.
Incertitudes ? Habituelles (5%)

Courbe de tarage stable ?  OUI

Géométrie lit stable ? OUI
Causes changement courbe ? embâcles

EN CRUE :
Débordement en lit majeur ? oui
Totalité débit mesuré ? oui
si non, estimation partie dérivée ?
Si débordement, cote de débordement ?
si oui, comment est prise en compte cela dans courbe ?

Présence ouvrage influençant écoulement et comment ? N.R.

Existe t il un contrôle aval ? non

Extrapolation courbe :
Quelle méthode employée ? à partir de 1995 tracé assisté par le logiciel BAREME
Qualité globale de la partie extrapolée de la courbe ? sujet à beaucoup de commentaires selon les différents hydrologues; il faut prendre en compte les éléments validés dans hydro par le dernier hydrologue.

EN ETIAGE :
Ecoulements influencés par des rejets ? Non

Gêne de l'écoulement par de la végétation, ou autre ? non

Présence ouvrage influençant écoulement et comment ? N.R.

Existe t il un contrôle aval ? Non

Bilan sur Hydro :

Qualité des débits selon les années ? En principe les résultats publiés sur HYDRO sont validés et à considérer comme bons.

Qualité des débits par gamme de débit ? N.R.

Etudes antérieures ayant étudié la qualité des courbes de tarage , réf ? non
","09/30/99 00:00:00",10,NA,NA,"",NA,NA,"02/04/25 16:22:00","","A276011001","A2760110",NA,"67"
"34",38,"A2767510","MUTZIG CAN","CANAL COULEAUX",977.219,2405.132,NA,NA,"S",115680,NA,NA,NA,NA,NA,"A2767510","observations du 29/09/1980 au 01/01/2001

zéro de l'échelle = 190.26 NGF.

---
ANALYSE QUALITE COURBES TARAGE :
---
Jaug en crue ? NON c'est un canal
Jaug étiage ? OUI
Jaug moyen ? OUI

T du jaug maxi (gumbel) : N.R.
T du jaug mini (débits classés) : N.R.
Incertitudes ? Habituelles (5%)

Courbe de tarage stable ? N.R.

Géométrie lit stable ? Non
Causes changement courbe ? embâcles dans la buse qui passe sous la route quasiment au droit de la station

EN CRUE :
Débordement en lit majeur ? Non
Totalité débit mesuré ? oui
si non, estimation partie dérivée ?
Si débordement, cote de débordement ?
si oui, comment est prise en compte cela dans courbe ?

Présence ouvrage influençant écoulement et comment ? N.R.

Existe t il un contrôle aval ? Non

Extrapolation courbe :
Quelle méthode employée ? N.R.
Qualité globale de la partie extrapolée de la courbe ?

EN ETIAGE :
Ecoulements influencés par des rejets ? Non

Gêne de l'écoulement par de la végétation, ou autre ?

Présence ouvrage influençant écoulement et comment ?  oui, diamètre buse.

Existe t il un contrôle aval ? Non

Bilan sur Hydro : bon

Qualité des débits selon les années ? N.R.

Qualité des débits par gamme de débit ? N.R.

Etudes antérieures ayant étudié la qualité des courbes de tarage , réf ? Non.
","07/12/99 00:00:00",10,NA,NA,"",NA,NA,"02/04/25 16:23:00","","A276075201","A2760752",NA,"67"
"35",39,"A2612010","NIEDERNAI","EHN",982.685,2236.26,NA,57.599998,"S",115680,0.54,0.15,7.7,11,14,"A2612010","Coordonnées LAMBERT Zone II étendu.
Observations du 22/12/71
Adresse: N 422, VILLA REINE 67210 NIEDERNAI
zéro de l'échelle = 160.06 - Echelle limnimétrique: 1 m.
ALCYR: CYR 2 V23 N° 011017 installé en Janvier 2002.
MODEM RTC Téléphone N° 03.88.47.01.93
Sonde MPX 2 M, N°7343
Abri: Abri en tôle (GROLLEAU).
Depuis septembre 2006 la station est équipée pour l'AC par le matériel CPL PARATRONIC avec un capteur intelligent hydrologic type LPN/8 + moden RTC N° 03 88 47 01 93.
L'alimentation éléctrique est assurée par UN PANNEAU SOLAIRE  qui charge 2 batteries.

Jaugeage de crue au saumon sur le pont de la N422.
Responsable et gestionnaire de la station: Guillaume PHILIPPS.

SECURITE:
Accès à la station:
Se fait sans difficulté par le chemin menant à la Villa Reine, il n'y a pas de problème pour se garer.

Jaugeage au moulinet:
Hormis la descente du talus aucune difficulté particulière, la section est régulière.

Jaugeage au saumon:
A partir du pont de la RN 422, cette nationale en cours de déclassement est délesté par la VR du piémont des vosges, en conséquence la circulation n'est plus aussi fréquente et dangereuse.

Jaugeage  ADCP / STREAM PRO:
Sans problème.

RECOMMANDATIONS:
Jaugeage au MOULINET: Attention à la descente du talus: risque de glissade entrainant la chute dans la rivière.
Jaugeage au SAUMON  : Mettre en oeuvre le chantier mobile et les EPI. 
Jaugeage ADCP           :  Revêtir les EPI.
                       
GP","05/09/05 00:00:00",10,NA,NA,"",NA,NA,"02/04/16 13:46:00","","A261020001","A2610200",NA,"67"
"36",40,"A2352020","SELESTAT (AMONT)","Le Giessen",979.922,2376.122,994.53,260,"S",115680,3.42,0.14,51,82,100,"A2352020","Coordonnées LAMBERT Zone II étendu.
Observation depuis le 25/10/1965
Adresse: Rue du Giessen (ancienne filature) 67600 SELESTAT.

zéro de l'échelle = 172.44 NGF
Echelle limnimétrique: 2 m. (DDAF67).

Marque OTT: Type NIMBUS N° 
MODEM RTC Téléphone N° 03.88.92.80.15
PARAFOUDRE TYPE:
Abri: Abri en béton.

Jaugeage de crue au saumon sur le pont de la RN 83.

Responsable et gestionnaire de la station: Alain HELLMANN.
","05/21/04 00:00:00",0,NA,NA,"",NA,NA,"05/23/23 10:44:00","","A235020002","A2350200",NA,"67"
"37",41,"A2512010","ANDLAU","Andlau",976.453,2388.514,971.4,41.799999,"S",115680,0.819,0.166,8.7,13,16,"A2512010","Coordonnées LAMBERT Zone II étendu.

Observations depuis le 18/12/73
Adresse: 8,rue de la Commanderie  67140 ANDLAU

Altitude du zéro de l'échelle: 217.47 NGF

Mise en place : CR2M/SAB 600 HDL N° 5985 le 10 décembre 2001
Numéro d'inventaire: B.064

A partir du 23 mars 2005, le CR2M a été remplacé par un appareil de la marque ALCYR: type MONOPHENE GSM 
Marque : ALCYR, Christian BURGER;  18, allée des Fauvettes, 92 160 ANTHONY/ Tel: 01 40 96 91 21 fax: 01 40 96 91 24
Fabricant : ELECTOSTRUCTURE; 14 rue de la Gare, 77 163 MORTCERF/ Tel: 01 64 65 26 13 Fax: 01 64 65 26 14
Sonde CNR 4 m, N° 1340-4
Abri: Type ''OTT R 16''
La station a été modernisé en 2007 avec l'installation d'ue CPL+  un capteur intelligent LPN/8ET UN MODEM WAEVCOM
TEL: 06 74 12 42 15
Jaugeage de crue au saumon, en aval de la station à environ 250 m, sur le pont desservant le lotissement à l'Est de la commune.

Responsable et gestionnaire de la station: Stephane LAPINE

SECURITE:
L'arrêt du véhicule pour relever le fichier est plus délicat nous sommes obligés de nous garer le long du CD 425 et occupons ainsi un couloir de circulation en conséquence, placés sous le règlement du code de la route et d'un chantier mobile: le tri-flash et les feux spéciaux sont obligatoires ainsi que les vêtements à haute visibilité classe 3 ou 2.

L'accès à la rivière pour les mesures au moulinet se fait sans problème particulier l'endroit étant équipé d'un escalier.
La section de jaugeage présente des profondeurs régulières et ne présente pas de dangers particuliers.

Concernant le jaugeage au saumon, il est effectué à partir du pont situé en aval de la station l'endroit  est situé à la sortie d'un quartier où la circulation est faible, le danger est celui inhérent au code de la route, les feux spéciaux sont à mettre en oeuvre. 
GP","08/29/05 00:00:00",0,NA,NA,"",NA,NA,"07/06/23 16:27:00","","A251020001","A2510200",NA,"67"
"38",42,"A2860110","HOLTZHEIM","BRUCHE",991101,2408743,990,548,"S",115680,8.24,0.91,85,130,150,"A2860110","Historique:

Station HOLTZHEIM1 ( sortie ouest d'Holtzheim, D93 vers HANGEBIETHEN, en amont du seuil de l'APP de Holtzheim qui a été installée le 27 septembre 1969 et situé à  200m en amont del'actuelle station ): échelle installée le 11/05/1964: la station a été observée en continu du 03/03/1966 au 31/12/1973 en cogestion avec la 2ème CE de DIJON.
La station d'OBERSCHAEFFOLSHEIM 2 KM en aval remplaça HOLTZHEIM1. En effet l'hydrologue en poste à cette époque mit à profit un seuil qui avait été mis en place grâce au passage du pipe line SE; or il s'avéra par la suite qu'apres plusieurs crues ce seuil qui avait pourtant une chute importante, fût noyé et par la suite la station perdît ses contrôles de fond et les bancs de graviers contribuèrent à une instabilité CHRONIQUE de la CT.  
En conséquence l'observation de la station s'arrêta le 20 juin 1995 et elle fût à nouveau transférée à HOLTZHEIM mais pour des raisons de sécurité et d'accès, elle ne fût pas installée à l'amont du seuil de l'APP se qui aurait permis des bons contrôles et une meilleure CT en eau basse et moyenne. ( dommage)
Guillaume PHILIPPS 
NB: Les jaugeages de crue, s'effectuaient toujours à partir du pont de HOLTZHEIM( D222)

Nouvelle station:
Coordonnées LAMBERT Zone II étendu.

Nouvel emplacement: Adrese: entre le 3 et 5 rue de Hangenbieten
67810- HOLTZHEIM

zéro de l'échelle = 144.385 (NGF) (Nivelé par Daniel MORITZ, rattaché au repère n°208 IGN 69).
Echelle limnimétrique: 3 m.
zéro de l'échelle H.E. = 144.092 (NGF) (Nivelé par Daniel MORITZ).

CR2M/SAB 600-HDL/P N° 4512
Sonde CNR 5 m, N° 1339-2
Abri: Abri en tôle (GROLLEAU).
.
Jaugeage de crue, au saumon, au pont de la D222.

Responsable et gestionnaire de la station: Guillaume PHILIPPS.

Depuis le 15 juin 2004 installation d'un appareil d'acquisition sur site; type MONOPHENE GSM: 040204
sonde paratronic inchangée voir ci-dessus
NUMERO d'inventaire: 
Marque : ALCYR, Christian BURGER;  18, allée des Fauvettes, 92 160 ANTHONY/ Tel: 01 40 96 91 21 fax: 01 40 96 91 24
Fabricant : ELECTOSTRUCTURE; 14 rue de la Gare, 77 163 MORTCERF/ Tel: 01 64 65 26 13 Fax: 01 64 65 26 14
cabine GROLLEAU  LCT 76257 série2; décembre 2003.
Depuis septembre 2006 la station est équipée pour l'AC par le matériel CPL PARATRONIC avec un capteur intelligent hydrologic type LPN/8 + moden RTC N° 03 88 78 53 10.
+ une sonde de température installée le 09/07/2009.
L'alimentation éléctrique est assurée par ES en 220V.

SECURITE:
L'accès à la station ne pose pas de problème.
Le véhicule se gare sans danger.

Jaugeage au moulinet:
Pas de problèmes spécifiques; la limite en hauteur à l'échelle limni. pour le passage à gué est de 80 cm, en rive droite les profondeurs sont plus importantes.

Jaugeage au saumon:
Possible à partir du pont de la D93 situé en aval de la station.
Le risque est celui lié à la circulation routière en conséquence le chantier mobile est à mettre en eouvreles le triflasch doit être activé le temps de la mesure. 

Jaugeage avec le STREAM-PRO méthode ADCP s'effectue sur la nouvelle passerelle pietonne en aval.


RECOMMANDATIONS:
Jaugeage au moulinet: pour accéder à la rivière, il y a risque de chute en cas de glissade sur le talus.
Jaugeage au SAUMON, mettre en oeuvre le chantier mobile et les EPI. 
Jaugeage STREAM PRO: revêtir les EPI.

L'habilitation éléctrique ( non éléctricien) est indispensable et doit être à jour.

---
ANALYSE QUALITE COURBES TARAGE :
---
Jaug en crue ? OUI
Jaug étiage ? OUI
Jaug moyen ? OUI

T du jaug maxi (gumbel) : N.R.
T du jaug mini (débits classés) : N.R.
Incertitudes ? Habituelles (5%)

Courbe de tarage stable en étiage ? non

Géométrie lit stable ? non
Causes changement courbe ? modifications brusques ( affouillement dû à une crue)
et également modifications progressives ( phénomènes lents d'alluvionnement)

EN CRUE :
Débordement en lit majeur ? observé une seule fois en 1990 le 16 février
Totalité débit mesuré ? non
si non, estimation partie dérivée: oui le canal de la bruche est mesuré à ACHENHEIM point RNB.
Si débordement, cote de débordement ?
si oui, comment est prise en compte cela dans courbe ?

Présence ouvrage influençant écoulement et comment ? Le pont D 222 est constitué de 2 piles il est situé dans le virage que fait la bruche à son droit et on constate que pratiquement le plus important du débit passe en rive droite et au centre  et le résultat est un important dépot de gravier en rive droite et une arche bien limitée.

Existe t il un contrôle aval ? non

Extrapolation courbe : Tracé assisté par BAREME
Quelle méthode employée ? N.R.
Qualité globale de la partie extrapolée de la courbe : moyen

EN ETIAGE :
Ecoulements influencés par des rejets ? Non

Gêne de l'écoulement par de la végétation, ou autre ? pile de pont en période de crue

Présence ouvrage influençant écoulement et comment ?pile de pont en période de crue

Existe t il un contrôle aval ? Non

Bilan sur Hydro : bon

Qualité des débits selon les années ? N.R.

Qualité des débits par gamme de débit ? bon suivi en basses eaux

Etudes antérieures ayant étudié la qualité des courbes de tarage , réf ? non

","06/08/06 00:00:00",10,NA,NA,"",NA,NA,"12/08/21 15:45:00","","A286011003","A2860110",NA,"67"
